file_path,noise_vector
generated_females\female_0230.png,"[[0.49321284890174866, -0.07615561038255692, 0.5922293663024902, 0.511698305606842, 0.4891273081302643, 0.7590611577033997, 1.8371413946151733, 0.8215425610542297, 0.8781915903091431, 1.0946850776672363, 0.27255839109420776, 0.7401489615440369, 0.18335366249084473, -0.33056318759918213, 0.0835481584072113, -1.0805302858352661, 0.322573184967041, 0.6174733638763428, -0.7051252126693726, 0.43173205852508545, -0.07440231740474701, -1.3962711095809937, -0.11326436698436737, 0.7440904378890991, -0.9529609084129333, -0.9092119932174683, 2.1993372440338135, 0.943235456943512, -0.6118375658988953, 0.7918059825897217, 0.6892889738082886, 0.7100751399993896, -0.6171706318855286, 1.4291727542877197, -0.509299635887146, -0.1016145795583725, -0.6128277778625488, 0.18716008961200714, -1.2750881910324097, -0.023148227483034134, 0.2436508685350418, 0.5436902046203613, 0.22291982173919678, 0.11691886931657791, 1.4816229343414307, 0.6160773038864136, -2.3824126720428467, 0.10781735181808472, 0.6215930581092834, -1.389822244644165, 0.5335486531257629, 1.0829178094863892, 1.9392935037612915, 1.448204517364502, 1.3015435934066772, -0.6248202919960022, -0.7262618541717529, -0.3522737920284271, -0.3032872676849365, -0.562082827091217, -0.2884679138660431, 1.1181747913360596, 0.7206816077232361, 0.7536944150924683, -1.106178641319275, -0.33048269152641296, 1.2528594732284546, 0.9218457937240601, -0.443076491355896, 0.012828000821173191, 0.2381112277507782, 0.3113965392112732, 1.3151766061782837, -0.13867565989494324, 0.25262340903282166, 0.008463677950203419, 0.17243383824825287, 0.7037638425827026, -0.4682714343070984, 2.047360897064209, 0.3920915126800537, -0.7669388651847839, -1.2205301523208618, -1.11763334274292, 0.3593754470348358, 1.100067377090454, 0.553555965423584, -1.1408311128616333, 0.5818853974342346, -0.2066614031791687, -0.21274828910827637, 0.7843990921974182, -0.19038130342960358, 0.7070597410202026, -0.045431870967149734, 0.7541231513023376, -1.220517873764038, 0.33004140853881836, 0.9094083905220032, -0.27023887634277344]]"
generated_females\female_0231.png,"[[-0.7595232725143433, 0.2740374803543091, -0.4985804855823517, 2.3869080543518066, 0.7819203734397888, 2.2337236404418945, 1.4892865419387817, 0.4789895713329315, 1.6802674531936646, -0.5195503234863281, -1.2568222284317017, 0.4947317838668823, 0.2503124475479126, -0.9383670687675476, 0.12958498299121857, -1.2490004301071167, 0.040067147463560104, 0.1567511409521103, -0.3402862846851349, 0.819612979888916, 1.2872511148452759, 0.5013851523399353, 0.3360205590724945, 1.4259767532348633, 1.7846243381500244, -0.7792918086051941, 1.9165421724319458, -0.9825133085250854, -1.0079349279403687, -0.057456884533166885, 1.2405922412872314, 0.9868631958961487, 0.2882825434207916, 0.7014020681381226, 0.3954314589500427, -0.40572693943977356, 0.3089451789855957, 1.2624738216400146, 0.46857282519340515, 0.13708902895450592, -0.7205047011375427, 1.614208459854126, 1.0048285722732544, 0.06793785840272903, -0.12166503071784973, -0.25180113315582275, 0.3280431628227234, 0.9509663581848145, -0.9634606242179871, -0.9375655651092529, -0.7924318909645081, -1.18581223487854, -0.8404477834701538, 0.46238064765930176, -0.4795297384262085, 0.6406978368759155, 0.23147238790988922, 0.12049920111894608, 0.5796875357627869, 0.37993496656417847, 0.01165703684091568, 1.5466985702514648, -1.367659568786621, -1.3919284343719482, -0.9571043848991394, -0.8079208135604858, 0.971428632736206, 0.2424696981906891, 0.5932559967041016, 0.7331162095069885, 0.4023701846599579, -0.8471730351448059, -0.5202524065971375, 0.20640483498573303, -0.4901828169822693, 2.376051902770996, 0.23044353723526, 0.26280492544174194, 1.5061850547790527, -0.43832820653915405, 0.3441466987133026, -0.22521278262138367, -0.43952831625938416, -1.3194366693496704, -0.3008500337600708, 1.614255428314209, 1.1549875736236572, -1.1135103702545166, 1.1319429874420166, 2.1192166805267334, 1.3080456256866455, -1.7118257284164429, 0.5695796012878418, -0.07263558357954025, 0.7212314605712891, -0.4314793348312378, -0.7198826670646667, 0.41173988580703735, 0.8379594087600708, -0.5411475896835327]]"
generated_females\female_0232.png,"[[0.08423805236816406, -1.606050729751587, -0.43319204449653625, 2.3449480533599854, -1.4629966020584106, -0.422590047121048, 0.49876976013183594, 0.9308605790138245, -1.4842838048934937, -0.9744142889976501, 0.0798783227801323, -0.7291693091392517, -0.4741904139518738, 2.1657447814941406, 1.1664783954620361, -1.640407681465149, 1.941612958908081, 0.4847741425037384, -0.6364957690238953, 0.019722595810890198, 0.08733607083559036, 1.1642881631851196, -2.5718674659729004, 0.5171602368354797, -0.273908406496048, -0.20183740556240082, -0.7284616231918335, -0.013313258066773415, 0.22761055827140808, -1.2636274099349976, 1.1174148321151733, -0.22951309382915497, 0.5352233052253723, -1.2991206645965576, 0.7845286726951599, 0.07913278788328171, -0.3287128210067749, -0.13637429475784302, 0.4442596137523651, -2.1434597969055176, -1.4061777591705322, 2.084500789642334, 0.1103748232126236, -0.039313871413469315, -0.21289357542991638, -0.3795680105686188, -0.7257121205329895, -0.40877965092658997, 0.8611419796943665, -0.611077606678009, 1.3024282455444336, 1.550190806388855, 0.056353792548179626, 0.22007286548614502, -1.953925371170044, 0.48817893862724304, -1.7061119079589844, -0.06662186235189438, 1.2719035148620605, 1.294610857963562, -0.38635939359664917, 0.6906905174255371, -0.06367340683937073, -0.6629251837730408, -0.6708802580833435, -0.6854705810546875, 0.7423136234283447, -0.28583747148513794, 0.38962212204933167, -1.2896400690078735, 1.5425186157226562, 0.26962611079216003, 0.47857630252838135, 1.3928718566894531, 1.8406422138214111, 0.0670631006360054, -0.38754621148109436, 0.30318090319633484, 0.9679692387580872, -0.08669466525316238, -1.1426575183868408, 0.14936761558055878, -1.0467644929885864, -1.3580189943313599, -2.754199266433716, -0.26262781023979187, 0.2680351734161377, 0.5768824219703674, -0.6306083798408508, 1.1449116468429565, -0.15943486988544464, 0.2838919460773468, -1.4144349098205566, 0.6722025275230408, -2.5920143127441406, 0.21144956350326538, -1.102014422416687, -0.30980384349823, -1.589271068572998, -0.4678399860858917]]"
generated_females\female_0233.png,"[[-0.85871821641922, -0.2994958758354187, -0.3282397985458374, 0.21948008239269257, -0.6663943529129028, 0.4912247359752655, 0.7898225784301758, 0.16376258432865143, 1.6913537979125977, 1.568202018737793, -0.3500613570213318, 1.2728627920150757, 0.37605464458465576, -0.633125364780426, 0.7475182414054871, -0.03663625940680504, -0.2910628020763397, 1.2665690183639526, 2.116999387741089, 0.7417426705360413, 0.23570489883422852, -0.12807606160640717, -1.2707105875015259, -1.479411005973816, -0.716234028339386, -2.0637316703796387, 1.3109691143035889, -0.5440844297409058, -0.014640577137470245, 1.5893586874008179, 0.7512965202331543, -1.075549602508545, -0.14314396679401398, 0.26007023453712463, -1.8836137056350708, 1.0093462467193604, 0.19204269349575043, 0.7968457937240601, 0.1709604263305664, 0.005510428920388222, -0.45891228318214417, 0.18628665804862976, 0.23403699696063995, 0.04564564302563667, 0.4541364908218384, -1.5905855894088745, 2.0798373222351074, -0.19442257285118103, 0.7929202914237976, -0.27054011821746826, 0.8525001406669617, 0.8887776732444763, 0.08809718489646912, 1.2299352884292603, 0.6917822360992432, 0.2786600589752197, 0.2291729748249054, 0.4720294773578644, 0.10651974380016327, 0.1467742621898651, 1.169967532157898, 0.8143829703330994, -0.061719346791505814, 0.13672901690006256, -1.0591418743133545, -1.040486454963684, -0.08670289069414139, 0.9586592316627502, -0.44709300994873047, 0.2751784324645996, -0.626426100730896, 0.8864030838012695, 0.2359151691198349, 0.5515767335891724, 0.04981934279203415, -1.0423375368118286, -0.4357966482639313, -1.0610029697418213, -2.2073986530303955, -1.1555418968200684, -1.318356990814209, 1.1071444749832153, 0.017145657911896706, 1.022781252861023, 1.035804033279419, 1.4888954162597656, -0.7547551393508911, 0.23289375007152557, 0.7896439433097839, 0.3173660933971405, 0.2713141143321991, 0.3985762596130371, 0.49636605381965637, 1.9322106838226318, 0.5090388655662537, -0.8229925036430359, 0.519784688949585, 0.8257611393928528, 0.14993739128112793, 1.161821722984314]]"
generated_females\female_0234.png,"[[-0.5226182341575623, 0.4574085474014282, -0.3237544596195221, -0.9166600704193115, -0.3052814304828644, 1.1673247814178467, 0.027034936472773552, 0.47864964604377747, -0.09046666324138641, -0.5417313575744629, -2.195747137069702, -0.34550589323043823, 1.6933411359786987, 0.07409397512674332, 0.9816679358482361, 0.08702857047319412, 1.1840614080429077, 1.943307638168335, 1.2639853954315186, 0.9744235873222351, 0.4269607365131378, 0.8359314203262329, 0.614325761795044, -1.0891170501708984, 0.21222887933254242, 1.0905694961547852, 1.0822596549987793, 0.03255738690495491, 2.601785898208618, -0.22314143180847168, 1.3345518112182617, 2.4634718894958496, -1.7090229988098145, -0.11996197700500488, 1.2858686447143555, -1.368782639503479, 1.797194480895996, -1.2134288549423218, 0.5012190937995911, 0.1033204048871994, 0.06972461938858032, 0.2917499840259552, 2.1670331954956055, 0.09272967278957367, -1.5139572620391846, 0.18368200957775116, 0.3598926365375519, -1.9434947967529297, -0.9803605675697327, 0.2805856168270111, 0.9012284874916077, -0.7179357409477234, -0.058979909867048264, -0.35990825295448303, 0.10328007489442825, -0.975426435470581, -0.031911302357912064, -1.480473518371582, -0.6859679818153381, -0.5501010417938232, -0.2510409653186798, 1.0461534261703491, -1.4304554462432861, 0.3407353162765503, 0.2126556634902954, -0.21300700306892395, -0.05888929218053818, 0.4119515120983124, 0.2809552550315857, 0.569898784160614, -0.9477695226669312, 0.35323336720466614, -1.140770435333252, 1.3996325731277466, 1.3628655672073364, -0.01232345961034298, -0.3610260486602783, 0.25786030292510986, 1.677693247795105, -0.4665999412536621, 0.45810434222221375, 1.7017550468444824, -0.21345506608486176, -0.2982340455055237, -0.4225993752479553, 1.8469699621200562, 1.8345987796783447, -0.7514805793762207, -1.230404257774353, -0.03697219118475914, 1.0670496225357056, 1.146905779838562, -0.3438136577606201, -0.27409738302230835, 1.6444861888885498, 0.27917128801345825, 0.7653692364692688, -0.04655313864350319, 0.096064493060112, 1.536673903465271]]"
generated_females\female_0235.png,"[[-2.0547876358032227, 1.6222621202468872, 1.2497810125350952, -0.5992043018341064, 0.6824646592140198, 0.5559688210487366, -0.6139167547225952, 1.673174262046814, -1.9076918363571167, 0.2543869912624359, -0.03756298869848251, -0.15447671711444855, 1.1838146448135376, 0.08686958253383636, 0.6385279297828674, 0.5133750438690186, 1.0320525169372559, 2.0605599880218506, 0.2601452171802521, -0.09103405475616455, -0.0780700296163559, -0.06713230907917023, 1.2873790264129639, -0.33601608872413635, -0.9664914011955261, -1.8231617212295532, 1.3496901988983154, 1.278127670288086, 0.9160447120666504, -1.1458083391189575, 0.1632426232099533, -1.4042797088623047, 0.4904545545578003, 0.7087913155555725, 0.7367347478866577, -0.7272189259529114, -0.10644639283418655, -1.5005735158920288, 0.1319851130247116, 0.012350693345069885, 1.5891709327697754, -0.2593815326690674, -1.8268667459487915, 1.2705096006393433, -1.0203139781951904, -0.38852381706237793, -1.5886017084121704, 0.16219869256019592, 1.1786460876464844, -0.37314656376838684, 0.5334652066230774, -0.3081595003604889, -0.024423649534583092, -0.6094502210617065, -0.3777464032173157, 0.2236119955778122, 1.356142520904541, 0.09537095576524734, 0.5609272122383118, 0.7893235087394714, -0.14452259242534637, -0.00506178243085742, 0.9035462737083435, 0.5842686295509338, 0.2960130274295807, -1.2597160339355469, 2.4740421772003174, 0.7546306252479553, -0.5233531594276428, -0.524377167224884, 1.044592261314392, -0.21442840993404388, -1.509186029434204, 0.5559003353118896, -0.7908176183700562, 0.5026479363441467, -0.8755095601081848, 0.37222325801849365, 0.4427013397216797, -0.8017135262489319, 0.20836935937404633, 2.758683919906616, 1.540752649307251, 0.7768259048461914, 0.16393880546092987, 0.9684668183326721, 0.24746236205101013, -0.7606189846992493, -0.47290629148483276, -2.604844331741333, 0.33131834864616394, -0.9223924279212952, 0.8380832672119141, -0.9880448579788208, -0.6017981171607971, -1.707149863243103, 0.4782167971134186, -0.28928282856941223, 0.9260243773460388, 0.6621608138084412]]"
generated_females\female_0236.png,"[[-0.4988947808742523, -1.538098931312561, 1.123212218284607, 1.1472632884979248, -0.7477478384971619, 1.6661337614059448, 1.0940314531326294, -0.26871001720428467, -0.23737651109695435, -0.10223310440778732, 0.593368411064148, -0.1220281794667244, 0.17843769490718842, 0.19794391095638275, -1.0948162078857422, 0.5874990224838257, -1.6741468906402588, -1.1504892110824585, -0.6560477614402771, 1.218535304069519, -0.2000826746225357, -1.3162192106246948, -0.8056082129478455, 1.83614182472229, -0.5625545382499695, -0.0893581435084343, 0.20824630558490753, 2.1595380306243896, -1.765384554862976, 0.07413466274738312, -1.25234055519104, 0.44026389718055725, -0.19270800054073334, 0.9399310350418091, 1.6746615171432495, -1.8944268226623535, -0.7655106782913208, -0.49627628922462463, -1.7829753160476685, -0.22380422055721283, -1.2594722509384155, 2.1887853145599365, 0.4004056453704834, 0.6740250587463379, 2.193889617919922, 0.36993587017059326, 0.18948516249656677, 1.8582032918930054, -0.23330846428871155, 1.4164190292358398, 0.4818282723426819, 0.19729197025299072, 2.0983645915985107, -0.0975944772362709, 1.0748811960220337, 0.5568138360977173, 0.784544825553894, 0.7060606479644775, -0.37889564037323, 1.2649259567260742, 1.1239633560180664, -0.14757376909255981, -0.24783772230148315, -0.0905635729432106, -0.5359051823616028, 2.180745840072632, -0.3149791359901428, -0.5417053699493408, -0.9039638638496399, -0.37288030982017517, 1.3788450956344604, -0.18677321076393127, -1.0729317665100098, -1.451460599899292, 1.5690330266952515, -0.9874650835990906, -1.8912593126296997, 0.245155468583107, 0.31769150495529175, -0.4210922122001648, -1.3263040781021118, -1.695698857307434, -0.7115074396133423, -0.37921661138534546, -0.00014807366824243218, 1.2489596605300903, -1.6910520792007446, -0.8363921046257019, -0.5046037435531616, -1.5745131969451904, -0.2842574715614319, 2.004485845565796, 1.8623359203338623, -0.5548779964447021, -1.197324275970459, 0.9236274361610413, 2.234661340713501, 0.22183910012245178, -1.0606919527053833, 0.059881795197725296]]"
generated_females\female_0237.png,"[[0.27791523933410645, 0.07327605038881302, -1.316981315612793, -0.5802199840545654, -1.2708656787872314, 1.549591064453125, -1.642885684967041, -0.590132474899292, -0.4851156175136566, -0.20952942967414856, 1.264367699623108, -1.72954261302948, 0.2890475392341614, 0.7280147075653076, 0.5891703963279724, 1.180250883102417, 1.7291868925094604, -0.8802072405815125, -1.4629108905792236, 1.167138695716858, -0.06594675779342651, 1.3921384811401367, -0.3767343759536743, -1.2703484296798706, 1.3361212015151978, -1.178545594215393, 0.19583076238632202, -0.14447209239006042, -1.942002296447754, -0.2631300687789917, 1.1964393854141235, 0.9480704665184021, 0.05559637024998665, -0.07388249039649963, 0.0696321427822113, 0.24552766978740692, -2.226022481918335, 1.0615129470825195, 0.6674141883850098, -0.409222811460495, -1.7763384580612183, -0.013901623897254467, 0.16646616160869598, -1.1641108989715576, 1.9560576677322388, -0.5012913942337036, -0.28832441568374634, -1.4570492506027222, -0.8717541694641113, 1.485838770866394, -1.1289951801300049, 1.2461436986923218, -0.5707629919052124, 0.9124760627746582, 1.2832129001617432, -0.649883508682251, 0.048796214163303375, -2.745999813079834, 0.45736411213874817, 0.920750617980957, -0.9612808227539062, 2.3329896926879883, -0.4849463403224945, 0.24509373307228088, -0.3374664783477783, 0.5390326380729675, 0.5377123951911926, 1.0653187036514282, -0.35479751229286194, -1.1143290996551514, 2.1767489910125732, 0.36516284942626953, 0.07936865091323853, -0.6327269077301025, -0.6569705605506897, -0.32787755131721497, -1.4676939249038696, 0.24488477408885956, 0.2906050384044647, 1.729060411453247, -0.15078967809677124, 0.8273962140083313, 0.7876073718070984, -0.340850830078125, 0.06387174129486084, -0.5525274872779846, 0.32109519839286804, -0.6485945582389832, 2.0887537002563477, -2.445023775100708, 1.7257171869277954, 0.5010148286819458, 0.129148930311203, -0.1272154152393341, 1.5582860708236694, 0.009894315153360367, -0.6328189969062805, 0.8793736696243286, -1.2394503355026245, 0.6844294667243958]]"
generated_females\female_0238.png,"[[0.03058326430618763, -1.1699849367141724, 0.5488138198852539, 1.1751564741134644, -0.02271084487438202, 1.2872642278671265, 1.0602866411209106, 0.5449314117431641, -1.7481135129928589, 1.2857757806777954, -0.9950157999992371, 0.45085251331329346, -0.8241358995437622, -0.3599255084991455, -0.6806934475898743, 0.2778157889842987, 0.29656675457954407, 0.23615708947181702, 1.3854877948760986, 1.008193016052246, -1.0883216857910156, -0.850286066532135, 0.4017145037651062, 1.3412072658538818, -0.1003609374165535, 1.6260886192321777, 1.1430714130401611, -1.3683562278747559, 1.39419424533844, -0.22532515227794647, 0.21603025496006012, -0.4651874303817749, -0.04570183530449867, 0.3203657269477844, 2.0962178707122803, -1.192620873451233, 1.104608416557312, 1.335553526878357, -0.8117983341217041, -0.6763150691986084, 0.5375903844833374, -0.41348904371261597, -1.1849206686019897, -0.2799277603626251, 0.37872201204299927, 0.41019269824028015, 0.26259690523147583, -1.5727766752243042, 0.28155311942100525, -1.7849962711334229, -0.7294777035713196, -1.748010277748108, -0.789587676525116, -1.4391961097717285, -0.5156953930854797, -0.3595384359359741, 0.7851861715316772, 0.10415821522474289, 1.1718697547912598, 0.07644931972026825, -0.10220090299844742, -0.056145600974559784, 0.8219583034515381, -0.6909632086753845, -0.27832716703414917, -0.1352074146270752, -0.5354000329971313, 0.423714816570282, 0.6897438764572144, 0.2049551159143448, 0.30045053362846375, -0.4360094368457794, -1.5370842218399048, -0.7618350386619568, 0.674015998840332, -0.5695703625679016, -0.023962952196598053, 0.6574260592460632, 0.2134515792131424, -0.38232406973838806, -0.00717510562390089, 0.5316245555877686, -1.828904628753662, 1.0546954870224, 0.7732850909233093, 1.0630840063095093, 0.1824653446674347, -1.0720845460891724, 0.018446728587150574, 0.9596640467643738, -0.0032894255127757788, 0.0929737389087677, 1.095709204673767, -0.6168700456619263, -0.16626478731632233, 0.8642140030860901, -0.8926352858543396, -1.712566614151001, 0.42316311597824097, 1.3807991743087769]]"
generated_females\female_0239.png,"[[1.1682270765304565, 1.0957101583480835, -0.07620244473218918, -0.8767340779304504, -1.3933771848678589, -0.5894826054573059, -1.5340285301208496, -0.9467452764511108, -1.3444825410842896, 1.345978021621704, -1.5554399490356445, -2.7532708644866943, -0.8937292695045471, -0.20669697225093842, 0.7286512851715088, 1.3972119092941284, -0.8449298143386841, -0.2891343832015991, -0.9378624558448792, -0.44411757588386536, 2.60056209564209, -1.2765898704528809, 1.9259744882583618, 0.35721832513809204, -1.7175471782684326, -0.18677450716495514, 1.0410536527633667, -0.35255226492881775, -0.8607150316238403, 0.4158490002155304, -0.24458549916744232, -0.37119060754776, 1.396484136581421, 0.6748150587081909, 0.6013705730438232, 0.20420928299427032, -0.7705204486846924, -2.41149640083313, -0.3470088541507721, -3.465851068496704, 0.9837899804115295, -0.991445004940033, 0.6925404667854309, 0.8482822179794312, 0.19851475954055786, 1.2380292415618896, -0.7102619409561157, -2.0963592529296875, 1.133780837059021, -0.668163001537323, 0.6986369490623474, -1.6661667823791504, 0.852275550365448, -0.061438389122486115, -1.6503657102584839, 0.8878433704376221, 0.4408468008041382, -1.0139814615249634, -0.8722440004348755, 0.04967433214187622, -1.1337205171585083, -1.0750337839126587, 1.5311373472213745, 0.38108351826667786, -1.5802620649337769, 1.7340651750564575, 1.009677529335022, -0.7898320555686951, -1.09646475315094, 1.1397677659988403, 0.8172312378883362, -0.251251757144928, 1.0692495107650757, -0.2992769181728363, -1.3531038761138916, 0.012125776149332523, -1.1234712600708008, 1.131482720375061, 1.6903270483016968, 1.8298671245574951, -0.33878597617149353, 1.5699490308761597, -0.07220195978879929, 0.4757488965988159, -1.2043418884277344, -0.7817267775535583, -1.2201716899871826, 0.7389751076698303, 0.09613028913736343, 0.8329178094863892, -0.9924583435058594, 1.4702672958374023, 0.7628761529922485, 0.5917869210243225, 0.2871614694595337, -1.0350048542022705, -0.32987114787101746, -0.5386667251586914, 0.7483406662940979, 0.4695236384868622]]"
generated_females\female_0240.png,"[[-0.15654903650283813, -0.5611312985420227, -0.8986795544624329, -0.6898236274719238, 1.03178071975708, 0.3928327262401581, 2.511188507080078, 0.9413126111030579, -0.2953560948371887, 0.9020832777023315, 0.9479482769966125, -0.8215339183807373, -1.03224778175354, -0.42297378182411194, 1.185415506362915, 0.17672012746334076, -0.003835309762507677, 1.2810436487197876, 0.47933363914489746, -1.1945643424987793, -0.40891069173812866, 0.4261965751647949, -0.9638343453407288, 0.2574021518230438, -2.0682196617126465, 0.5459654331207275, 0.5204581618309021, -0.24242737889289856, -0.6073452234268188, -0.6076492071151733, -0.7068009376525879, -0.8151201009750366, 2.208066701889038, -0.17044149339199066, -0.3230624496936798, 0.4129193127155304, 1.0717899799346924, 0.7703499794006348, -1.074989676475525, -0.12787802517414093, 0.5684290528297424, 2.047748327255249, -1.837251901626587, -0.7855126261711121, -0.3994044363498688, 0.2520671784877777, 1.2600209712982178, -2.0748965740203857, 0.8701374530792236, 1.8900196552276611, -0.5279121398925781, 0.5208431482315063, 0.9413866996765137, 0.5321412086486816, 0.18246068060398102, 0.9566606879234314, 0.9354506731033325, -1.6408252716064453, 1.2171070575714111, 0.7810300588607788, 0.18140453100204468, 0.5371931195259094, 0.8758160471916199, 1.4614440202713013, -0.20579394698143005, -0.33377698063850403, 0.9083746671676636, -0.0010212919441983104, -1.2328780889511108, 1.192611813545227, -0.18020989000797272, -1.3108272552490234, -1.715193271636963, -0.38297566771507263, 0.30446940660476685, 0.3878895938396454, 1.3155999183654785, -1.6813671588897705, -1.507036566734314, -1.5682775974273682, 0.17380386590957642, 0.6336634159088135, -0.23250941932201385, 0.35248300433158875, 0.9027414321899414, -1.243119716644287, 0.22296296060085297, 0.5449911952018738, 1.3075991868972778, 0.307979941368103, -0.9879796504974365, -0.8124819993972778, 1.641611933708191, -1.320111870765686, -0.2620128393173218, -0.6338492631912231, -1.3706282377243042, 1.2792636156082153, -1.42249596118927, -0.3118947148323059]]"
generated_females\female_0241.png,"[[0.4997172951698303, 0.09976267069578171, 1.402806043624878, -1.030430793762207, -0.7362357974052429, 0.0013610876630991697, -0.3835015892982483, 0.5543739795684814, 0.2960883378982544, -1.0008927583694458, -0.6645838022232056, -0.9396527409553528, 0.8635972142219543, 0.7244561314582825, 0.7117211222648621, -0.6810970306396484, -0.23659904301166534, 0.6337197422981262, -1.6614747047424316, 0.9232171177864075, -0.21609541773796082, 1.9890425205230713, -2.366793394088745, 0.5760364532470703, -0.8625706434249878, -1.001923680305481, -0.5602312088012695, 0.37185829877853394, -0.1293463408946991, 0.07590976357460022, 1.5313438177108765, 0.5468369722366333, 0.6876073479652405, -0.9477887153625488, 0.2600475549697876, -0.07674472779035568, -0.6707050204277039, -0.21060200035572052, -1.064995527267456, 0.7812486290931702, -0.40021389722824097, 1.821903944015503, 1.3831446170806885, 0.32580944895744324, -0.7026898860931396, -2.0311625003814697, 0.18323010206222534, 2.7819602489471436, -0.34526288509368896, -1.330642819404602, -0.7726156711578369, 2.7823119163513184, 0.18859682977199554, -0.872245728969574, -1.334220290184021, -0.8571353554725647, 0.46252623200416565, 1.8346102237701416, -1.0132404565811157, 1.4880423545837402, -1.5065643787384033, -1.2906469106674194, -0.26656588912010193, 1.3364439010620117, 0.6098089218139648, 0.09836746752262115, 0.6034756302833557, -0.5745935440063477, -0.868333101272583, -1.010481834411621, 1.046918511390686, 0.3261328637599945, 0.26226651668548584, 2.054542303085327, -0.46640515327453613, -0.8227627873420715, 0.7339319586753845, 0.2613723576068878, -0.3312384784221649, 1.1699358224868774, -0.3604643940925598, -0.35303404927253723, 0.6612582802772522, -0.1287974864244461, -2.4517886638641357, 1.4245007038116455, 0.665885865688324, 0.5661766529083252, 2.444932460784912, 0.07699810713529587, -0.4344291388988495, -0.614808201789856, 0.2508886456489563, -0.12414836138486862, 1.1733566522598267, -0.48031851649284363, 1.3744704723358154, 0.6331743001937866, 1.4168514013290405, 0.03467666730284691]]"
generated_females\female_0242.png,"[[2.9747934341430664, 1.324232578277588, 1.6713491678237915, 1.9737135171890259, -0.5706968903541565, 1.0985448360443115, 1.0819841623306274, 0.606001615524292, -1.5769875049591064, -1.2755346298217773, 2.0596163272857666, 0.48657071590423584, -0.19203640520572662, -0.39421984553337097, -0.17527389526367188, -0.5106757283210754, 0.5403353571891785, -0.7168328762054443, -1.6401848793029785, 1.2645683288574219, 2.5795884132385254, 0.5522187948226929, -0.45994436740875244, 0.1584566980600357, 0.1563745141029358, 1.3099148273468018, 0.14337347447872162, 0.033632904291152954, 1.273356556892395, -2.767141580581665, 1.2066128253936768, 0.4899195432662964, -2.0966506004333496, 2.185920476913452, -0.10813576728105545, 0.3962152600288391, 0.12608085572719574, -0.8146990537643433, -1.1680350303649902, -0.7541539669036865, -0.4965311586856842, 0.6431931257247925, 1.0285335779190063, 1.143334984779358, 1.2341194152832031, 1.2774553298950195, -0.6085010170936584, -1.6697168350219727, 0.8974387049674988, 1.8938730955123901, -0.3167160451412201, 0.9114681482315063, 0.5277131795883179, 0.22277241945266724, -1.8118267059326172, 1.4801579713821411, 1.4310001134872437, 1.1348096132278442, 0.7403057217597961, 1.7584238052368164, 1.9086724519729614, -1.3111010789871216, 0.17317545413970947, -0.030624747276306152, -2.158856153488159, -0.2205910086631775, -1.2450581789016724, 1.5157279968261719, 1.688269019126892, -0.18029434978961945, -1.4095687866210938, -0.08926223963499069, 0.128475621342659, -1.7324483394622803, -1.5800905227661133, -2.19138765335083, 0.2674325704574585, 0.531788170337677, 0.2175932079553604, -0.9114821553230286, 0.9360679984092712, -0.24936188757419586, -0.8548916578292847, 0.6119414567947388, 0.2622886002063751, -0.07553204894065857, 0.6618010997772217, -0.655381441116333, 0.2838023602962494, 0.9242005944252014, -1.5099680423736572, -0.2532193958759308, -0.15385502576828003, -0.9416758418083191, 1.0870990753173828, 0.36027902364730835, 2.5726547241210938, -0.40374547243118286, 0.7066787481307983, -1.0206468105316162]]"
